listing_id,date
116831,2017-07-05
116831,2017-07-11
116831,2017-07-12
116831,2017-07-17
116831,2017-07-19
116831,2017-07-21
116831,2017-07-23
116831,2017-07-24
116831,2017-07-26
116831,2017-07-29
116831,2017-07-30
116831,2017-07-31
116831,2017-08-01
116831,2017-08-02
116831,2017-08-04
116831,2017-08-14
116831,2017-08-17
116831,2017-08-20
116831,2017-08-22
116831,2017-08-24
116831,2017-08-27
116831,2017-09-06
116831,2017-09-09
116831,2017-09-14
116831,2017-09-15
116831,2017-09-16
116831,2017-09-20
116831,2017-10-01
116831,2017-10-02
116831,2017-10-05
116831,2017-10-06
116831,2017-10-09
116831,2017-10-12
116831,2017-10-15
116831,2017-10-21
116831,2017-10-24
116831,2017-11-03
116831,2017-11-10
116831,2017-11-18
116831,2017-11-19
116831,2017-11-26
116831,2017-11-30
116831,2017-12-04
116831,2017-12-12
116831,2017-12-17
116831,2017-12-20
116831,2017-12-25
116831,2017-12-26
116831,2017-12-30
116831,2018-01-01
116831,2018-01-04
116831,2018-01-07
116831,2018-01-14
116831,2018-01-26
116831,2018-01-28
116831,2018-02-02
116831,2018-02-11
116831,2018-02-16
116831,2018-02-18
116831,2018-02-20
116831,2018-03-12
116831,2018-03-15
116831,2018-04-01
116831,2018-04-06
116831,2018-04-26
116831,2018-04-29
116831,2018-05-06
116831,2018-05-11
116831,2018-05-12
116831,2018-05-17
116831,2018-05-18
116831,2018-05-23
116831,2018-05-24
116831,2018-05-28
116831,2018-06-09
116831,2018-06-11
116831,2018-06-18
116831,2018-06-20
116831,2018-06-26
116831,2018-06-27
116831,2018-06-29
116831,2018-06-30
116831,2018-07-02
116831,2018-07-04
116831,2018-07-10
116831,2018-07-13
116831,2018-07-16
116831,2018-07-17
116831,2018-07-20
116831,2018-07-21
116831,2018-07-23
116831,2018-07-25
116831,2018-08-02
116831,2018-08-04
116831,2018-08-05
116831,2018-08-12
116831,2018-08-26
116831,2018-09-01
116831,2018-09-06
116831,2018-09-09
116831,2018-09-11
116831,2018-09-13
116831,2018-09-16
116831,2018-09-18
116831,2018-09-20
116831,2018-09-23
116831,2018-09-24
116831,2018-09-27
116831,2018-09-29
116831,2018-09-30
116831,2018-10-01
116831,2018-10-02
116831,2018-10-04
116831,2018-10-05
116831,2018-10-06
116831,2018-10-08
116831,2018-10-11
116831,2018-10-15
116831,2018-10-25
116831,2018-10-27
116831,2018-11-04
116831,2018-11-08
116831,2018-11-10
116831,2018-11-11
116831,2018-11-12
116831,2018-11-21
116831,2018-11-24
116831,2018-11-27
116831,2018-12-01
116831,2018-12-03
116831,2018-12-08
116831,2018-12-09
116831,2018-12-11
116831,2018-12-23
116831,2018-12-27
116831,2018-12-29
116831,2018-12-30
116831,2018-12-31
116831,2019-01-02
116831,2019-01-05
116831,2019-01-06
116831,2019-01-13
116831,2019-01-22
116831,2019-01-27
116831,2019-03-02
116831,2019-03-03
116831,2019-03-11
116831,2019-03-13
116831,2019-03-21
116831,2019-03-25
116831,2019-03-27
116831,2019-03-29
116831,2019-04-01
116831,2019-04-04
116831,2019-04-07
116831,2019-04-08
116831,2019-04-11
116831,2019-04-13
116831,2019-04-16
116831,2019-04-17
116831,2019-04-19
116831,2019-04-20
116831,2019-04-22
116831,2019-04-23
116831,2019-05-03
116831,2019-05-05
116831,2019-05-07
116831,2019-05-12
116831,2019-05-13
116831,2019-05-15
116831,2019-05-18
116831,2019-05-21
116831,2019-05-22
116831,2019-05-29
116831,2019-05-31
116831,2019-06-06
116831,2019-06-08
116831,2019-06-10
116831,2019-06-17
116831,2019-06-19
116831,2019-06-21
116831,2019-06-24
116831,2019-06-27
116831,2019-06-30
116831,2019-07-01
116831,2019-07-03
116831,2019-07-04
116831,2019-07-06
116831,2019-07-09
116831,2019-07-10
116831,2019-07-15
116831,2019-07-18
116831,2019-07-21
116831,2019-07-24
116831,2019-07-28
116831,2019-07-29
116831,2019-07-31
116831,2019-08-09
116831,2019-08-11
116831,2019-08-12
116831,2019-08-14
116831,2019-08-16
116831,2019-08-21
116831,2019-08-23
116831,2019-08-24
116831,2019-08-25
116831,2019-08-26
116831,2019-08-28
116831,2019-09-01
116831,2019-09-03
116831,2019-09-04
116831,2019-09-05
116831,2019-09-06
116831,2019-09-09
116831,2019-09-11
116831,2019-09-12
116831,2019-09-17
116831,2019-09-25
116831,2019-09-26
116831,2019-10-02
116831,2019-10-06
116831,2019-10-13
116831,2019-10-16
116831,2019-10-19
116831,2019-10-21
116831,2019-10-22
116831,2019-10-27
116831,2019-11-01
116831,2019-11-05
116831,2019-11-08
116831,2019-11-10
116831,2019-11-13
116831,2019-11-15
116831,2019-11-16
116831,2019-11-17
116831,2019-11-19
116831,2019-11-20
116831,2019-11-25
116831,2019-11-30
116831,2019-12-01
116831,2019-12-03
116831,2019-12-08
116831,2019-12-14
116831,2019-12-20
116831,2019-12-22
116831,2019-12-26
116831,2019-12-31
116831,2020-01-02
116831,2020-01-03
116831,2020-01-05
116831,2020-01-07
116831,2020-01-11
116831,2020-01-12
116831,2020-01-15
116831,2020-01-18
116831,2020-01-25
116831,2020-01-30
116831,2020-02-01
116831,2020-02-14
116831,2020-02-18
116831,2020-02-26
116831,2020-03-01
116831,2020-03-02
116831,2020-03-03
116831,2020-03-08
116831,2020-03-09
116831,2020-03-11
116831,2020-03-25
116831,2020-05-03
116831,2020-05-05
116831,2020-05-18
116831,2020-06-03
116831,2020-06-14
116831,2020-06-18
116831,2020-06-20
116831,2020-06-25
116831,2020-06-26
116831,2020-06-28
116831,2020-07-01
116831,2020-07-05
116831,2020-07-11
116831,2020-07-12
116831,2020-07-14
116831,2020-07-18
116831,2020-07-19
116831,2020-07-22
116831,2020-07-24
116831,2020-07-31
116831,2020-08-02
116831,2020-08-06
116831,2020-08-07
116831,2020-08-09
116831,2020-08-12
116831,2020-08-16
116831,2020-08-17
116831,2020-08-18
116831,2020-08-19
116831,2020-08-21
116831,2020-08-28
116831,2020-09-04
116831,2020-09-05
116831,2020-09-06
116831,2020-09-09
116831,2020-09-10
116831,2020-09-13
116831,2020-09-20
116831,2020-09-21
116831,2020-09-25
116831,2020-09-26
116831,2020-09-28
116831,2020-09-30
116831,2020-10-02
116831,2020-10-07
116831,2020-10-08
116831,2020-10-11
116831,2020-10-13
116831,2020-10-16
116831,2020-10-18
116831,2020-10-22
116831,2020-10-27
116831,2020-10-30
116831,2020-11-01
116831,2020-11-07
116831,2020-11-12
116831,2020-11-15
116831,2020-11-16
116831,2020-11-20
116831,2020-11-23
116831,2020-11-30
116831,2020-12-12
116831,2020-12-14
116831,2020-12-20
116831,2020-12-21
116831,2020-12-24
116831,2020-12-25
116831,2020-12-29
116831,2020-12-30
116831,2021-01-15
116831,2021-01-16
116831,2021-01-24
116831,2021-03-13
116831,2021-03-22
116831,2021-03-23
116831,2021-03-26
116831,2021-03-28
116831,2021-03-31
116831,2021-04-02
116831,2021-04-11
116831,2021-04-13
116831,2021-04-14
116831,2021-05-30
116831,2021-06-05
116831,2021-06-06
116831,2021-06-09
116831,2021-06-10
116831,2021-06-18
116831,2021-06-20
116831,2021-06-27
116831,2021-07-08
116831,2021-07-18
116831,2021-07-19
116831,2021-07-25
116831,2021-08-02
116831,2021-08-09
116831,2021-08-12
116831,2021-08-14
116831,2021-08-16
116831,2021-08-17
116831,2021-08-20
116831,2021-08-25
116831,2021-09-09
116831,2021-09-20
116831,2021-09-23
116831,2021-09-25
185732,2011-08-17
185732,2012-08-20
185732,2013-08-13
185732,2015-07-30
185732,2015-08-03
185732,2015-08-09
185732,2015-08-17
185732,2015-08-23
185732,2015-08-24
185732,2015-09-07
185732,2016-07-25
185732,2016-08-01
185732,2016-08-22
185732,2016-08-29
185732,2016-09-03
185732,2016-09-04
185732,2016-10-09
185732,2016-11-20
185732,2016-12-29
185732,2017-04-15
185732,2017-06-11
185732,2017-06-25
185732,2017-07-03
185732,2017-07-23
185732,2017-07-30
185732,2017-08-06
185732,2017-08-19
185732,2017-08-30
185732,2017-09-01
185732,2017-09-03
185732,2017-09-04
185732,2017-09-06
185732,2018-06-19
185732,2018-06-24
185732,2018-07-01
185732,2018-07-07
185732,2018-07-08
185732,2018-07-30
185732,2018-08-02
185732,2018-08-04
185732,2018-08-11
185732,2018-08-12
185732,2018-08-26
185732,2018-09-09
185732,2019-06-02
185732,2019-07-21
185732,2019-07-29
185732,2019-08-04
185732,2019-08-09
185732,2019-08-11
185732,2019-09-02
185732,2019-09-22
193366,2012-02-16
193366,2012-06-09
193366,2012-06-26
193366,2012-07-15
193366,2012-12-29
193366,2013-01-01
193366,2013-02-14
193366,2013-03-04
193366,2013-05-18
193366,2013-05-24
193366,2013-06-03
193366,2013-06-07
193366,2013-06-22
193366,2013-06-25
193366,2013-07-01
193366,2013-07-23
193366,2013-08-18
193366,2013-08-24
193366,2013-09-07
193366,2013-09-13
193366,2014-01-01
193366,2014-03-10
193366,2014-03-15
193366,2014-03-30
193366,2014-04-24
193366,2014-05-10
193366,2014-05-13
193366,2014-05-20
193366,2014-05-28
193366,2014-06-16
193366,2014-07-14
193366,2014-07-22
193366,2014-07-25
193366,2014-08-07
193366,2014-08-12
193366,2014-08-24
193366,2014-08-31
193366,2014-09-28
193366,2014-10-23
193366,2014-11-11
193366,2014-11-30
193366,2015-01-04
193366,2015-05-03
193366,2015-06-01
193366,2015-06-16
193366,2015-06-19
193366,2015-06-25
193366,2015-07-05
193366,2015-07-15
193366,2015-07-20
193366,2015-08-09
193366,2015-08-17
193366,2015-08-28
193366,2015-09-02
193366,2015-09-13
193366,2016-05-05
193366,2016-06-12
193366,2016-06-23
193366,2016-06-27
193366,2016-08-01
193366,2016-08-10
193366,2016-08-16
193366,2016-08-23
193366,2016-08-29
193366,2016-09-20
193366,2016-09-27
193366,2016-10-22
193366,2016-11-12
193366,2016-12-18
193366,2016-12-28
193366,2017-01-24
193366,2017-01-29
193366,2017-02-06
193366,2017-02-21
193366,2017-03-05
193366,2017-03-21
193366,2017-03-29
193366,2017-05-08
193366,2017-06-21
193366,2017-07-01
193366,2017-07-10
193366,2017-07-21
193366,2017-07-24
193366,2017-09-08
193366,2017-09-18
193366,2017-10-04
193366,2017-10-07
193366,2017-10-23
193366,2017-12-23
193366,2017-12-27
193366,2017-12-30
193366,2018-01-31
193366,2018-02-21
193366,2018-03-13
193366,2018-03-17
193366,2018-03-28
193366,2018-04-04
193366,2018-05-11
193366,2018-05-17
193366,2018-05-21
193366,2018-06-21
193366,2018-07-05
193366,2018-08-12
193366,2018-08-16
193366,2018-08-23
193366,2018-08-26
193366,2018-08-29
193366,2018-09-20
193366,2018-09-23
193366,2018-09-27
193366,2018-10-17
193366,2018-10-23
193366,2018-11-02
193366,2018-11-12
193366,2018-11-16
193366,2018-11-25
193366,2018-12-24
193366,2018-12-28
193366,2019-02-08
193366,2019-02-28
193366,2019-04-17
193366,2019-04-22
193366,2019-05-04
193366,2019-05-18
193366,2019-05-22
193366,2019-07-08
193366,2019-07-13
193366,2019-07-18
193366,2019-07-26
193366,2019-07-31
193366,2019-08-24
193366,2019-09-02
193366,2019-09-30
193366,2019-10-06
193366,2019-10-11
193366,2020-01-01
193366,2020-03-01
193366,2020-03-16
193366,2020-04-30
193366,2020-07-06
193366,2020-07-23
193366,2020-08-29
193366,2020-09-07
193366,2020-10-09
193366,2020-10-23
193366,2020-11-13
193366,2020-11-28
193366,2021-01-01
193366,2021-01-17
201427,2012-07-03
201427,2012-07-20
201427,2012-08-07
201427,2012-08-09
201427,2012-08-17
201427,2012-09-14
201427,2013-05-29
201427,2013-07-03
201427,2013-07-09
201427,2013-07-15
201427,2013-07-30
201427,2013-08-12
201427,2013-08-15
201427,2013-08-25
201427,2013-09-05
201427,2013-09-21
201427,2013-11-15
201427,2014-07-09
201427,2015-07-28
201427,2016-06-13
201427,2016-06-26
201427,2016-07-02
201427,2016-07-11
201427,2016-07-18
201427,2016-07-20
201427,2016-07-28
201427,2016-08-11
201427,2016-08-14
201427,2016-08-26
201427,2016-08-31
201427,2016-09-06
201427,2017-07-03
201427,2017-07-08
201427,2017-09-05
201427,2018-04-01
201427,2018-06-15
201427,2018-07-26
201427,2018-07-31
201427,2018-08-16
201427,2018-08-18
201427,2018-08-21
201427,2018-08-25
201427,2018-09-02
201427,2018-09-08
201427,2018-09-21
201427,2018-09-29
201427,2019-06-26
201427,2019-06-30
201427,2019-08-02
201427,2019-08-13
201427,2019-08-14
201427,2020-02-22
201441,2015-08-07
201441,2016-09-13
201441,2017-07-18
201441,2017-07-22
201441,2017-09-29
201441,2018-06-10
201441,2018-06-23
201441,2018-06-29
201441,2018-08-27
201441,2018-09-03
201441,2018-09-23
201441,2019-07-26
203416,2012-11-15
203416,2013-02-26
203416,2013-04-07
203416,2013-04-14
203416,2013-05-06
203416,2013-05-20
203416,2013-06-03
203416,2013-06-07
203416,2013-06-10
203416,2013-06-12
203416,2013-06-30
203416,2013-07-15
203416,2013-08-10
203416,2013-08-12
203416,2013-08-23
203416,2013-08-30
203416,2013-09-03
203416,2013-09-04
203416,2013-09-24
203416,2013-10-14
203416,2013-12-22
203416,2014-01-27
203416,2014-02-14
203416,2014-03-13
203416,2014-03-17
203416,2014-03-27
203416,2014-04-11
203416,2014-05-05
203416,2014-05-11
203416,2014-05-14
203416,2014-05-22
203416,2014-05-31
203416,2014-06-27
203416,2014-07-04
203416,2014-07-18
203416,2014-07-22
203416,2014-07-25
203416,2014-07-26
203416,2014-07-29
203416,2014-07-30
203416,2014-08-01
203416,2014-08-09
203416,2014-08-16
203416,2014-08-17
203416,2014-08-27
203416,2014-08-28
203416,2014-09-02
203416,2014-09-08
203416,2014-09-17
203416,2014-09-21
203416,2014-09-28
203416,2014-10-17
203416,2014-10-19
203416,2014-10-25
203416,2014-10-27
203416,2014-11-03
203416,2014-11-16
203416,2014-11-23
203416,2014-12-21
203416,2015-01-18
203416,2015-01-25
203416,2015-02-01
203416,2015-02-08
203416,2015-02-25
203416,2015-03-06
203416,2015-03-09
203416,2015-03-12
203416,2015-03-15
203416,2015-03-20
203416,2015-03-22
203416,2015-03-25
203416,2015-03-27
203416,2015-03-29
203416,2015-04-05
203416,2015-04-10
203416,2015-04-17
203416,2015-04-21
203416,2015-05-18
203416,2015-06-03
203416,2015-06-07
203416,2015-06-18
203416,2015-07-02
203416,2015-07-04
203416,2015-07-16
203416,2015-07-24
203416,2015-08-03
203416,2015-08-23
203416,2015-08-25
203416,2015-08-27
203416,2015-08-30
203416,2015-09-03
203416,2015-09-07
203416,2015-09-10
203416,2015-09-13
203416,2015-09-15
203416,2015-09-18
203416,2015-09-24
203416,2015-10-06
203416,2015-10-11
203416,2015-10-15
203416,2015-10-18
203416,2015-10-22
203416,2015-10-30
203416,2015-11-02
203416,2015-11-08
203416,2015-11-27
203416,2015-12-04
203416,2015-12-14
203416,2015-12-20
203416,2015-12-24
203416,2016-01-18
203416,2016-01-28
203416,2016-01-31
203416,2016-02-21
203416,2016-02-29
203416,2016-03-05
203416,2016-03-10
203416,2016-03-13
203416,2016-03-17
203416,2016-03-27
203416,2016-04-04
203416,2016-04-06
203416,2016-04-09
203416,2016-04-14
203416,2016-04-26
203416,2016-04-28
203416,2016-05-01
203416,2016-05-06
203416,2016-05-12
203416,2016-05-14
203416,2016-05-16
203416,2016-05-19
203416,2016-05-26
203416,2016-05-30
203416,2016-06-01
203416,2016-06-04
203416,2016-06-05
203416,2016-06-07
203416,2016-06-13
203416,2016-06-16
203416,2016-06-17
203416,2016-06-23
203416,2016-06-29
203416,2016-07-02
203416,2016-07-14
203416,2016-07-25
203416,2016-07-26
203416,2016-07-29
203416,2016-09-09
203416,2016-09-21
203416,2016-10-07
203416,2016-10-10
203416,2016-10-30
203416,2016-11-03
203416,2016-11-13
203416,2016-11-23
203416,2016-11-27
203416,2016-12-04
203416,2016-12-11
203416,2016-12-14
203416,2016-12-21
203416,2016-12-30
203416,2017-01-08
203416,2017-01-20
203416,2017-01-23
203416,2017-02-15
203416,2017-03-12
203416,2017-03-20
203416,2017-03-26
203416,2017-04-01
203416,2017-04-16
203416,2017-04-20
203416,2017-05-22
203416,2017-05-28
203416,2017-06-07
203416,2017-06-11
203416,2017-06-18
203416,2017-06-21
203416,2017-06-24
203416,2017-07-04
203416,2017-07-09
203416,2017-07-13
203416,2017-07-30
203416,2017-09-20
203416,2017-09-24
203416,2017-09-26
203416,2017-09-29
203416,2017-10-08
203416,2017-10-11
203416,2017-10-14
203416,2017-10-19
203416,2017-10-23
203416,2017-10-27
203416,2017-11-19
203416,2017-11-23
203416,2017-11-26
203416,2017-11-28
203416,2017-12-02
203416,2017-12-04
203416,2017-12-07
203416,2017-12-10
203416,2017-12-18
203416,2017-12-21
203416,2018-01-05
203416,2018-01-08
203416,2018-01-12
203416,2018-01-16
203416,2018-01-21
203416,2018-01-28
203416,2018-02-02
203416,2018-02-04
203416,2018-02-12
203416,2018-02-15
203416,2018-02-19
203416,2018-02-23
203416,2018-02-27
203416,2018-03-04
203416,2018-03-19
203416,2018-03-25
203416,2018-03-30
203416,2018-04-01
203416,2018-04-08
203416,2018-04-15
203416,2018-04-20
203416,2018-04-22
203416,2018-04-27
203416,2018-04-29
203416,2018-05-04
203416,2018-05-06
203416,2018-05-21
203416,2018-05-24
203416,2018-06-01
203416,2018-06-04
203416,2018-06-06
203416,2018-06-10
203416,2018-06-19
203416,2018-06-24
203416,2018-06-30
203416,2018-07-08
203416,2018-07-13
203416,2018-07-16
203416,2018-07-19
203416,2018-07-22
203416,2018-07-25
203416,2018-08-20
203416,2018-08-25
203416,2018-08-30
203416,2018-09-03
203416,2018-09-07
203416,2018-09-24
203416,2018-09-28
203416,2018-10-15
203416,2018-10-28
203416,2018-11-05
203416,2018-11-12
203416,2018-11-25
203416,2018-12-29
203416,2019-01-02
203416,2019-01-09
203416,2019-01-13
203416,2019-01-17
203416,2019-01-24
203416,2019-02-02
203416,2019-02-14
203416,2019-02-22
203416,2019-02-26
203416,2019-03-19
203416,2019-03-24
203416,2019-04-01
203416,2019-04-08
203416,2019-04-19
203416,2019-04-23
203416,2019-05-02
203416,2019-05-06
203416,2019-05-12
203416,2019-05-24
203416,2019-05-29
203416,2019-06-02
203416,2019-06-06
203416,2019-06-16
203416,2019-06-20
203416,2019-06-24
203416,2019-06-28
203416,2019-07-02
203416,2019-07-07
203416,2019-07-11
203416,2019-07-14
203416,2019-08-20
203416,2019-08-24
203416,2019-08-28
203416,2019-09-07
203416,2019-09-15
203416,2019-09-26
203416,2019-10-07
203416,2019-10-14
203416,2019-10-24
203416,2019-10-30
203416,2019-11-11
203416,2019-11-20
203416,2019-12-01
203416,2019-12-09
203416,2019-12-15
203416,2019-12-23
203416,2019-12-26
203416,2019-12-29
203416,2020-01-02
203416,2020-01-07
203416,2020-01-13
203416,2020-01-18
203416,2020-01-22
203416,2020-01-26
203416,2020-02-03
203416,2020-02-10
203416,2020-02-17
203416,2020-02-24
203416,2020-03-01
203416,2020-03-09
203416,2020-03-16
203416,2020-06-07
203416,2020-07-12
203416,2020-07-23
203416,2020-08-02
203416,2020-08-08
203416,2020-08-17
203416,2020-08-24
203416,2020-08-28
203416,2020-09-02
203416,2020-09-06
203416,2020-09-13
203416,2020-09-23
203416,2020-10-08
203416,2020-10-14
203416,2020-10-24
203416,2020-10-28
203416,2020-11-01
203416,2020-11-05
203416,2020-11-15
203416,2020-12-11
203416,2020-12-18
203416,2020-12-23
203416,2021-01-10
203416,2021-01-14
203416,2021-02-07
203416,2021-02-11
203416,2021-02-17
203416,2021-02-21
203416,2021-03-08
203416,2021-03-14
203416,2021-03-19
203416,2021-03-23
203416,2021-03-28
203416,2021-04-01
203416,2021-04-05
203416,2021-04-26
203416,2021-05-11
203416,2021-06-05
203416,2021-06-15
203416,2021-06-20
203416,2021-06-23
203416,2021-06-27
203416,2021-07-01
203416,2021-07-05
203416,2021-07-10
226028,2011-10-07
226028,2011-10-11
226028,2011-10-14
226028,2011-10-16
226028,2011-10-20
226028,2011-10-23
226028,2011-10-24
226028,2011-10-29
226028,2011-10-30
226028,2011-11-01
226028,2011-11-08
226028,2011-11-12
226028,2011-11-24
226028,2013-07-15
226028,2013-07-20
226028,2013-07-22
226028,2013-08-01
226028,2013-08-03
226028,2013-08-06
226028,2013-08-09
226028,2013-08-16
226028,2013-08-18
226028,2013-08-20
226028,2013-08-24
226028,2013-08-26
226028,2013-08-30
226028,2013-09-03
226028,2013-09-08
226028,2013-09-16
226028,2013-09-21
226028,2013-09-24
226028,2013-10-03
226028,2013-10-14
226028,2013-10-19
226028,2013-10-23
226028,2013-10-27
226028,2013-11-12
226028,2013-11-14
226028,2013-12-01
226028,2013-12-13
226028,2013-12-20
226028,2014-01-02
226028,2014-01-06
226028,2014-01-14
226028,2014-01-23
226028,2014-02-10
226028,2014-02-18
226028,2014-03-10
226028,2014-03-22
226028,2014-03-24
226028,2014-03-28
226028,2014-04-02
226028,2014-04-13
226028,2014-04-26
226028,2014-04-28
226028,2014-06-01
226028,2014-06-09
226028,2014-06-15
226028,2014-06-17
226028,2014-06-20
226028,2014-06-24
226028,2014-06-27
226028,2014-06-29
226028,2014-07-01
226028,2014-07-10
226028,2014-07-26
226028,2014-08-07
226028,2014-08-13
226028,2014-08-18
226028,2014-08-21
226028,2014-08-23
226028,2014-08-28
226028,2014-09-01
226028,2014-09-03
226028,2014-09-07
226028,2014-09-09
226028,2014-09-15
226028,2014-09-17
226028,2014-09-20
226028,2014-09-23
226028,2014-09-28
226028,2014-10-01
226028,2014-10-05
226028,2014-10-08
226028,2014-10-13
226028,2014-10-19
226028,2014-11-09
226028,2014-11-17
226028,2014-11-23
226028,2014-11-25
226028,2014-11-30
226028,2015-02-01
226028,2015-02-12
226028,2015-02-16
226028,2015-02-18
226028,2015-02-20
226028,2015-02-24
226028,2015-06-05
226028,2015-07-11
226028,2015-07-15
226028,2015-07-17
226028,2015-07-19
226028,2015-07-21
226028,2015-07-24
226028,2015-07-28
226028,2015-08-01
226028,2015-08-04
226028,2015-08-09
226028,2015-08-12
226028,2015-08-16
226028,2015-08-18
226028,2015-08-20
226028,2015-08-23
226028,2015-08-25
226028,2015-08-29
226028,2015-09-02
226028,2015-09-07
226028,2015-09-10
226028,2015-09-15
226028,2015-09-25
226028,2015-09-30
226028,2015-10-04
226028,2015-10-06
226028,2015-10-09
226028,2015-10-12
226028,2015-10-18
226028,2015-10-20
226028,2015-10-24
226028,2015-11-12
226028,2015-11-23
226028,2015-11-27
226028,2015-12-01
226028,2015-12-23
226028,2015-12-26
226028,2015-12-30
226028,2016-01-01
226028,2016-01-31
226028,2016-02-07
226028,2016-02-27
226028,2016-03-24
226028,2016-03-26
226028,2016-04-16
226028,2016-05-02
226028,2016-05-09
226028,2016-05-11
226028,2016-05-16
226028,2016-05-28
226028,2016-05-31
226028,2016-06-04
226028,2016-06-06
226028,2016-06-11
226028,2016-06-13
226028,2016-06-16
226028,2016-06-19
226028,2016-06-28
226028,2016-07-01
226028,2016-07-08
226028,2016-07-16
226028,2016-07-21
226028,2016-07-24
226028,2016-07-25
226028,2016-08-05
226028,2016-08-11
226028,2016-08-16
226028,2016-08-19
226028,2016-08-21
226028,2016-08-25
226028,2016-08-29
226028,2016-09-12
226028,2016-09-18
226028,2016-09-20
226028,2016-09-23
226028,2016-09-26
226028,2016-09-28
226028,2016-10-01
226028,2016-10-03
226028,2016-10-21
226028,2016-10-23
226028,2016-10-30
226028,2016-11-01
226028,2016-11-04
226028,2016-11-06
226028,2016-11-13
226028,2017-03-25
226028,2017-03-25
226028,2017-07-20
226028,2018-03-04
226028,2018-03-11
226028,2018-03-16
226028,2018-03-20
226028,2018-03-25
226028,2018-04-08
226028,2018-04-24
