id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3512430,Jade room,16513589,Cindy,Saanich,Saanich,48.46304,-123.29951,Private room,29,8,21,2018-07-02,0.28,4,264,4,
3518169,Spacious Victoria House,17714331,Jamie,Victoria,Victoria West,48.43646,-123.38988,Entire home/apt,100,5,11,2017-07-09,0.14,1,38,0,
3563531,Westover Bed and Breakfast,12225288,Tara,Salt Spring Island,Salt Spring Island,48.86246,-123.49141,Private room,123,2,409,2020-01-06,5.35,1,299,62,
3569698,Orchard Cabin,17972974,Chris,Salt Spring Island,Salt Spring Island,48.84544,-123.49992,Entire home/apt,136,2,136,2021-08-17,2.82,1,153,4,
3651435,Comfortable home in Saanich Room #1,18464970,Robert,Saanich,Saanich,48.47394,-123.39043,Private room,34,20,34,2017-08-22,0.41,2,278,5,
3654194,Sunny private room near Swan Lake,18485878,Marilyn,Saanich,Saanich,48.46185,-123.36936,Private room,60,3,7,2016-07-04,0.09,1,0,0,
3655817,CORDOVA  BAY HIDEAWAY in Victoria B.C.,18509957,Chris,Saanich,Saanich,48.52545,-123.37107,Private room,75,2,148,2021-02-28,3.92,1,216,21,
3689272,Charming Vacation Spot by the Sea!,2394405,Amber,Victoria,Gonzales,48.41052,-123.33573,Entire home/apt,182,30,186,2020-12-20,2.25,2,182,3,
3719262,Victoria Getaway!,6186335,Joan,Saanich,Saanich,48.46502,-123.34168,Entire home/apt,95,2,48,2016-07-04,0.74,1,0,0,
3850211,Secluded Cottage atop Oaks Bluffs,19851214,Mary,Southern Gulf Islands,Southern Gulf Islands,48.74482,-123.25412,Entire home/apt,160,2,143,2019-07-30,1.65,1,0,1,
3851163,Spacious walk out close to the ocean and downtown!,19357761,Roberta,Victoria,Fairfield,48.41306,-123.3558,Entire home/apt,220,30,9,2017-08-20,0.12,2,30,0,
3875655,Little Arbutus Loft,20025271,Neil And Shandell,Juan de Fuca,Juan de Fuca,48.4334,-124.06957,Entire home/apt,164,2,197,2020-12-31,3.77,1,52,46,
3935877,"""The Nutcracker Suite""",8184682,Bill & Marg,Saanich,Saanich,48.46759,-123.41165,Entire home/apt,110,2,486,2019-10-28,9.64,1,291,25,
3938082,3 Bedroom House,20403687,Mike,Saanich,Saanich,48.47192,-123.41612,Entire home/apt,650,30,0,,,2,304,0,
3972032,Delightful Country Cottage,19592144,Brigitte,Southern Gulf Islands,Southern Gulf Islands,48.74025,-123.2177,Entire home/apt,200,2,50,2019-09-01,0.59,1,294,5,
3978639,Dog-friendly cozy cabin w/ hot tub bc,20620419,Kate,Southern Gulf Islands,Southern Gulf Islands,48.84058,-123.25361,Entire home/apt,115,3,89,2020-03-09,1.29,1,137,12,
4025632,Beautiful Oceanview Home Near Parks & Wineries!,20860454,Shannon,North Saanich,North Saanich,48.61652,-123.40452,Entire home/apt,364,2,216,2021-07-31,2.51,3,175,10,
4026248,"2bdmQ-Worldmark Resort-Victoria, BC",19139775,Lorie,Victoria,James Bay,48.42126,-123.38051,Entire home/apt,411,1,70,2019-08-11,1.76,8,360,5,
4029299,Spectacular Ocean & Mountain View,17333847,Marjorie,Colwood,Colwood,48.42015,-123.50822,Entire home/apt,158,2,0,,,2,271,0,
4050671,Seal Beach Cottage - Spacious waterfront 22 acres!,21004279,Lois,Southern Gulf Islands,Southern Gulf Islands,48.85145,-123.30171,Entire home/apt,293,2,191,2019-12-26,3.71,1,304,22,
4053260,"Treehouse on the Beach- Kayak, scuba",21019094,Meron,Juan de Fuca,Juan de Fuca,48.57206,-123.49113,Private room,99,1,144,2019-09-05,1.71,3,59,19,
4137885,Graceland Lavender Rill Retreat,21467355,Nan And Michael,Metchosin,Metchosin,48.39087,-123.50103,Entire home/apt,75,3,260,2020-06-21,3.42,1,347,33,
4169620,Welcome to Shadow Fin Inn,21637215,Kristen And Rudi,Langford,Langford,48.48813,-123.54551,Entire home/apt,136,2,79,2021-09-06,1.02,1,159,19,
4183313,Down Town Retreat!........... With Secure Parking!,21703271,David,Victoria,Downtown,48.42129,-123.36361,Entire home/apt,125,2,60,2018-11-24,0.77,1,1,1,
4190759,B&B float home Ocean views ..town2,3871629,Carene,Victoria,James Bay,48.42167,-123.38402,Private room,212,1,51,2017-09-05,0.69,2,279,9,
4277981,South Park Cottage,22209410,Alan& Elizabeth,Victoria,James Bay,48.41649,-123.36664,Entire home/apt,110,7,136,2021-05-22,3.12,1,181,6,
4279824,Adorable Cottage Near It All,7693415,Jordan,Victoria,James Bay,48.41306,-123.37351,Entire home/apt,90,30,27,2017-08-07,0.32,7,91,0,
4280016,Ganges Garden Studio,4162800,Ishbel,Salt Spring Island,Salt Spring Island,48.8553,-123.50691,Entire home/apt,111,2,207,2021-07-03,4.11,1,214,20,
4280067,Adorable Cottage By the Beach,7693415,Jordan,Juan de Fuca,Juan de Fuca,48.40721,-123.35582,Entire home/apt,88,30,15,2016-09-07,0.18,7,0,0,
4294605,A Little House on the West Coast,22293707,Tess,Juan de Fuca,Juan de Fuca,48.36117,-123.81676,Entire home/apt,223,2,15,2021-09-13,6.00,1,218,15,
4295964,Patio Oasis in the heart of Downtown,21376528,Coast & Host,Victoria,Downtown,48.42371,-123.36417,Entire home/apt,212,2,628,2021-09-20,8.24,5,148,30,
4334268,Macaulay Point Main House,10860084,Andrew And Nancy,Esquimalt,Esquimalt,48.42171,-123.40837,Entire home/apt,464,28,21,2020-01-19,0.31,2,121,0,
4364105,Metchosin waterfront suite,22651945,Eileen,Metchosin,Metchosin,48.38788,-123.50183,Entire home/apt,151,3,152,2020-08-22,2.01,1,77,11,
4370453,'Romantic Cottage at Wild Coast!',22688166,Warren & Deb,Juan de Fuca,Juan de Fuca,48.55459,-124.41682,Entire home/apt,143,2,70,2019-05-10,1.07,1,201,6,
4403788,James Bay Bed and Breakfast,22859837,Marketa,Victoria,James Bay,48.42092,-123.37893,Private room,125,1,34,2021-03-23,34,5,354,13,
4416721,Downtown Victoria B&B,22859837,Marketa,Victoria,James Bay,48.42,-123.37841,Private room,118,1,43,2020-03-05,0.55,5,350,14,
4418188,"Coles Bay Vacation Retreat / Beaches, Golf, Trails",22933162,Karey,North Saanich,North Saanich,48.63313,-123.46216,Private room,189,6,86,2017-09-28,1.14,3,158,0,
4419252,Wow!Gonzales Beach 3 Bedroom!,15199970,Jason,Victoria,Gonzales,48.4133,-123.33051,Entire home/apt,232,30,475,2021-04-03,6.26,4,328,28,
4424454,Charming 3 bedroom Home - JAMES BAY,2697862,Brenda,Victoria,James Bay,48.41885,-123.38271,Entire home/apt,389,30,5,2016-07-20,0.07,2,162,0,
4440799,Harbour Front Condo,23049901,Sara,Victoria,Downtown,48.42888,-123.36958,Entire home/apt,250,2,101,2021-08-03,1.75,1,74,14,
4461927,The Ocean View Suite,16018595,Paul & Lisa,Langford,Langford,48.41631,-123.51884,Entire home/apt,99,5,122,2019-07-20,2.00,1,0,5,
4482384,InTheBluff - Galiano Island’s Log House,8048560,Lawrence,Southern Gulf Islands,Southern Gulf Islands,48.86262,-123.31653,Entire home/apt,300,3,95,2019-04-02,1.17,1,0,25,
4558325,Garden Studio Cottage,11215913,Adele,Saanich,Saanich,48.45585,-123.41311,Entire home/apt,100,2,76,2019-08-25,0.99,1,92,0,
4589513,"Pandora Vista: Prime Location, Views, Parking, W&D",23791199,Karen,Victoria,Downtown,48.42974,-123.36943,Entire home/apt,137,3,71,2019-09-28,30.43,2,167,13,
4671921,"WORLDMARK VICTORIA, BC, Canada",85132,Sanford,Victoria,James Bay,48.42282,-123.38068,Entire home/apt,561,2,4,2016-05-19,0.05,1,365,0,
4672283,Beautiful Cordova Bay water front,24169142,Randy,Saanich,Saanich,48.51333,-123.3653,Entire home/apt,170,7,45,2021-07-04,0.73,1,270,15,
4676968,Duck Creek Waterfront Cottage,8782226,Sarah And Kris,Salt Spring Island,Salt Spring Island,48.88662,-123.57393,Entire home/apt,300,5,82,2018-09-25,1.00,1,239,0,
4720729,Pine Yoga Room~ so close to Ocean in James Bay!,24385867,Winnie,Victoria,James Bay,48.4101,-123.37271,Private room,55,2,225,2020-01-04,3.01,1,0,0,
4754122,Comfy Room Near Hospital & Downtown,14613802,Anna,Victoria,South Jubilee,48.43017,-123.326,Private room,40,5,74,2019-07-17,0.99,2,0,6,
4768828,Your island home away from home 1 BR suite,24380333,Frankie,Central Saanich,Central Saanich,48.58573,-123.41863,Entire home/apt,140,2,24,2018-06-21,0.31,3,90,0,
4862291,Comfortable home in Saanich Room #2,18464970,Robert,Saanich,Saanich,48.47424,-123.38999,Private room,34,20,19,2021-08-16,0.25,2,302,5,
4903940,Garden retreat in the heart of James Bay,21064085,Karol,Victoria,James Bay,48.41562,-123.36863,Private room,186,30,108,2019-12-29,2.81,1,148,0,
4972620,Victoria lakefront home,25569356,Richard,Langford,Langford,48.4399,-123.52683,Entire home/apt,429,4,14,2021-08-15,0.26,1,205,4,
4997017,The Queen Victoria Royal Suite 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42639,-123.36276,Entire home/apt,149,2,10,2019-05-28,0.24,20,125,2,
4997133,The Emperor Suite - 2BD/2BA License #00035605,19980320,Radie,Victoria,Downtown,48.42652,-123.36293,Entire home/apt,174,2,87,2019-12-01,1.18,20,268,11,
5019513,Seaside Cottage with Private Beach,25896347,Bethany,Juan de Fuca,Juan de Fuca,48.57055,-123.4912,Entire home/apt,161,3,88,2019-09-16,2.17,1,77,12,
5033602,The Juliet Corporate Retreat 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42591,-123.36155,Entire home/apt,129,2,2,2015-08-02,1.05,20,147,1,
5033866,The Sage Suite 2BD/1BA,19980320,Radie,Victoria,Downtown,48.42783,-123.36267,Entire home/apt,167,2,16,2019-05-27,0.44,20,228,3,
5033999,The Luxurious Romeo Suite 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42766,-123.36314,Entire home/apt,70,28,6,2018-06-17,0.12,20,122,1,
5034094,The City Center View Suite 2BD/2BA,19980320,Radie,Victoria,Downtown,48.42792,-123.36161,Entire home/apt,173,2,46,2019-09-02,0.90,20,183,7,
5034179,The Executive Onyx Suite 2BD/1BA,19980320,Radie,Victoria,Downtown,48.42659,-123.3615,Entire home/apt,162,2,18,2018-09-16,0.24,20,336,2,
5034366,The Mountain View Escape 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42604,-123.36287,Entire home/apt,140,2,3,2015-07-27,0.24,20,216,1,
5036991,Ivy Oak Guest Cottage,26000464,Gwen,Saanich,Saanich,48.47249,-123.39607,Entire home/apt,140,3,33,2018-08-22,0.59,1,295,6,
5132925,Family Oasis @ Horner Park,20631911,Louis & Tasha,Saanich,Saanich,48.46251,-123.32466,Entire home/apt,749,7,21,2019-08-16,0.27,5,147,2,
5147135,Farm in the countryside,26607717,Ron,Saanich,Saanich,48.52844,-123.42607,Private room,145,1,9,2017-09-09,0.12,1,364,1,
5151927,Jordan River | West Coast Cottage Private Getaway,23918912,Candice & JS,Juan de Fuca,Juan de Fuca,48.43559,-124.06743,Entire home/apt,191,1,263,2019-12-30,10.62,1,347,42,
5273102,Mossy Hill Suite,22630145,Bruce & Luba,Salt Spring Island,Salt Spring Island,48.83572,-123.49261,Entire home/apt,147,2,155,2021-03-07,2.02,1,313,36,
5281150,Cozy 2 BD Near Saxe Point Park,8199659,Toni,Esquimalt,Esquimalt,48.42378,-123.41222,Entire home/apt,110,3,95,2019-08-19,1.25,1,0,0,
5286566,Oceanfront Guest Accomodation,4565819,Jordan,Southern Gulf Islands,Southern Gulf Islands,48.80884,-123.2802,Entire home/apt,150,2,50,2019-08-08,2.01,2,270,0,
5308738,Welcome to the Island!,947377,Kelly,North Saanich,North Saanich,48.68607,-123.40272,Private room,79,1,141,2019-08-22,3.53,3,269,4,
5364946,Delightful Oceanfront Cottage,11405644,Chloé,Sooke,Sooke,48.36759,-123.78338,Entire home/apt,228,2,290,2021-09-06,3.87,1,0,11,
5458993,Peaceful & Serene close to ocean,28315635,Lorna,Central Saanich,Central Saanich,48.57617,-123.45604,Entire home/apt,325,3,54,2019-06-03,0.75,1,101,1,
5466260,Oceanside Cottage In The Trees,28350241,Michael,Salt Spring Island,Salt Spring Island,48.85037,-123.50094,Entire home/apt,179,4,46,2017-06-19,0.60,2,312,9,
5468133,The Mountain Vista Suite - 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42783,-123.36227,Entire home/apt,137,28,5,2018-10-09,0.08,20,35,0,
5468600,The Sunset Suite - 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42875,-123.36311,Entire home/apt,114,28,2,2018-07-24,0.05,20,127,0,
5500269,Gordon Head Garden suite  with private entrance,27217133,Kristina,Saanich,Saanich,48.48324,-123.31731,Entire home/apt,118,1,17,2021-09-10,0.27,2,130,8,
5526722,Tideview Cabin (South Beach) Private & luxurious,28019771,Marilyn,Juan de Fuca,Juan de Fuca,48.36485,-123.71389,Entire home/apt,207,3,79,2021-09-17,1.03,1,187,14,
5562249,Breathtaking Oceanside Beach Suite in Cordova Bay,1856680,Fiona,Saanich,Saanich,48.522,-123.36535,Entire home/apt,107,2,111,2019-10-04,1.79,1,22,11,
5581937,Very Private 2 Bedroom  Loft,28941582,Tracy,North Saanich,North Saanich,48.61906,-123.41997,Entire home/apt,130,3,83,2019-08-05,1.21,1,243,10,
5667158,Cozy cottage close to city,22044523,Stephanie,Highlands,Highlands,48.49214,-123.50881,Entire home/apt,225,2,5,2019-09-06,0.16,1,237,0,
5671750,Sleek Condo with Balcony Views in the Heart of Victoria,2768944,Marcia,Victoria,Downtown,48.42648,-123.36352,Entire home/apt,126,30,163,2019-10-27,3.16,1,288,3,
5709060,A Tiny House on a tiny farm,29600135,Anne,Saanich,Saanich,48.53673,-123.3921,Entire home/apt,88,2,238,2021-07-06,4.67,1,205,29,
5735855,Musicians & Poets Wanted (Waterfront),13105108,Duncan,Juan de Fuca,Juan de Fuca,48.57209,-123.49048,Entire home/apt,99,2,25,2015-08-12,0.32,1,361,8,
5797227,"Private, sunny 1BD ""tiny"" house/garden suite",19682479,Charlotte,Esquimalt,Esquimalt,48.43595,-123.41433,Entire home/apt,115,3,118,2021-05-02,1.60,1,155,18,
5807008,Casa Grosvenor - Private & Cozy,7877445,Rita,Victoria,Oaklands,48.44084,-123.34721,Entire home/apt,78,29,29,2017-07-09,0.37,1,257,1,
5851116,Downtown Garden suite with secure parking,30382899,Xinling (Joyce),Victoria,Downtown,48.42769,-123.36886,Entire home/apt,136,30,129,2020-01-13,1.70,3,181,0,
5863937,Downtown Sweet Condo with Secure Parking,30382899,Xinling (Joyce),Victoria,Downtown,48.42981,-123.36912,Entire home/apt,126,30,107,2019-09-02,1.45,3,205,4,
5899847,Downtown Sunny Suite,30382899,Xinling (Joyce),Victoria,Downtown,48.42821,-123.36925,Entire home/apt,126,31,166,2019-09-08,2.74,3,214,1,
5905105,Home Away from Home,13218327,Judy,View Royal,View Royal,48.45965,-123.45147,Entire home/apt,107,7,6,2021-09-04,0.09,1,178,3,
5920467,Newly renovated 2BD with Parking,7966786,Anna,Saanich,Saanich,48.48189,-123.33449,Entire home/apt,99,1,179,2021-09-11,2.45,1,206,17,
5946032,Starfish Room - Beach House Salt Spring,30868148,Ellie,Salt Spring Island,Salt Spring Island,48.76217,-123.45534,Private room,228,2,7,2018-08-13,0.13,3,362,0,
5948014,Big Sky House,25329858,Galiano Go To Girls,Southern Gulf Islands,Southern Gulf Islands,48.86748,-123.32566,Entire home/apt,450,14,60,2020-02-17,1.16,4,1,1,
5958791,Sunrise Suite - Beach House Salt Spring,30868148,Ellie,Salt Spring Island,Salt Spring Island,48.7607,-123.45504,Private room,235,3,13,2018-07-28,0.19,3,363,3,
5959264,Artwood Cottage,30935650,Tracy,Southern Gulf Islands,Southern Gulf Islands,48.74958,-123.19535,Entire home/apt,89,2,107,2018-09-23,1.37,1,238,15,
5969673,Spectacular New Downtown Condo,11773739,Annie,Victoria,Downtown,48.42705,-123.36276,Entire home/apt,156,2,571,2021-03-26,9.11,2,351,32,
5993234,"Walk Everywhere, City Centre Condo w/Parking",4273068,Agata,Victoria,Downtown,48.42632,-123.36296,Entire home/apt,144,2,350,2020-03-14,4.63,3,239,22,
6000445,A Garden Hideaway in Sooke,14058339,Caryl,Sooke,Sooke,48.40056,-123.6945,Entire home/apt,82,2,159,2021-06-27,2.53,1,140,24,
6066283,★ French Girl's Lair: The Original Renfrew Retreat,31488658,Handsome Dan Enterprises Inc.,Juan de Fuca,Juan de Fuca,48.55507,-124.41423,Entire home/apt,145,1,50,2019-08-12,1.25,16,299,23,
6073734,The Charming Heritage Home,19980320,Radie,Victoria,South Jubilee,48.42691,-123.32683,Entire home/apt,198,180,0,,,20,215,0,
6144808,"Quiet, Sunny 1 Bedroom in Great Location!",5047898,Alex,Victoria,North Park,48.42818,-123.35832,Entire home/apt,125,28,1,2020-04-01,0.05,1,0,0,
6162690,Pekona- 44ft cutter in Village Bay,11317236,Chris,Southern Gulf Islands,Southern Gulf Islands,48.84451,-123.32549,Entire home/apt,135,2,120,2019-08-03,41.86,1,152,18,
6170708,Cottage of Tranquility,32015589,Kim,Salt Spring Island,Salt Spring Island,48.87105,-123.49288,Entire home/apt,149,2,146,2019-04-27,1.88,1,324,27,
6214996,"Mod Chinatown Apartment, Steps to Inner Harbour",3677436,Bonita,Victoria,Downtown,48.42977,-123.36944,Entire home/apt,148,1,618,2021-09-27,9.90,3,313,76,
6247987,"Hip Chinatown Apartment, Walk to Inner Harbor",3677436,Bonita,Victoria,Downtown,48.42874,-123.36816,Entire home/apt,145,1,579,2021-09-15,8.74,3,303,55,
6254438,Downtown AWARD WINNING Heritage Condominium,32489584,Michelle,Victoria,North Park,48.42853,-123.35813,Entire home/apt,82,3,40,2016-08-30,16.00,1,41,21,
6261810,Perfect location! 1 bed apartment,32536431,Emma & Kevin,Victoria,Downtown,48.42625,-123.36316,Entire home/apt,108,30,354,2020-02-01,4.63,1,0,0,
6272643,"Stunning Suite Near the Ocean, Airport & Wineries!",20860454,Shannon,North Saanich,North Saanich,48.61745,-123.40657,Entire home/apt,209,2,192,2021-09-13,3.76,3,185,20,
6275602,3bdm-Condo Victoria BC WorldMark,19139775,Lorie,Victoria,James Bay,48.42106,-123.38006,Entire home/apt,572,1,4,2017-08-25,0.07,8,355,0,
6277163,Private garden suite near ocean,32627798,Corinne And Rod,Esquimalt,Esquimalt,48.42715,-123.41777,Entire home/apt,120,2,44,2019-05-28,0.79,1,207,3,
6305884,Sweet Sooke - spacious sunny 2 bedroom view suite,427256,Heather,Sooke,Sooke,48.38645,-123.73981,Entire home/apt,125,2,145,2020-07-09,1.95,1,63,10,
6318174,"Cool Chinatown Apartment, Stroll to Inner Harbor",3677436,Bonita,Victoria,Downtown,48.42995,-123.36769,Entire home/apt,150,1,484,2020-11-23,6.43,3,245,38,
6325322,Bellhouse Seaside Cottage - Waterfront Galiano,16825272,Dave And Carol,Southern Gulf Islands,Southern Gulf Islands,48.87297,-123.31444,Entire home/apt,195,2,144,2019-05-27,1.88,1,125,25,
6328867,Swanky bachelor suite - all the essentials!,32941974,Judy,Langford,Langford,48.42626,-123.53192,Entire home/apt,75,5,86,2021-08-01,1.33,1,151,5,
6337715,Oceanfront 2 garden suite,17656666,Athol  Brander,Victoria,James Bay,48.41385,-123.38128,Entire home/apt,245,30,127,2019-10-11,3.23,1,151,0,
6358595,Foxglove Farm Red Cabin B&B,5936608,Jeanne Marie,Salt Spring Island,Salt Spring Island,48.8193,-123.53229,Entire home/apt,195,2,32,2021-09-12,0.51,3,352,10,
6378501,Big & Bright Private Suite near Golf & RRU,4080829,Rob & Angelika,Langford,Langford,48.41642,-123.5147,Entire home/apt,120,4,41,2019-07-18,0.86,3,181,0,
6378503,Top Floor Apt with an Amazing View,23360057,Hugh,Victoria,Downtown,48.43023,-123.36938,Entire home/apt,60,3,232,2020-02-17,4.41,1,0,0,
6412737,The Red Sunstone Suite 1BD/1BA,19980320,Radie,Victoria,Downtown,48.4259,-123.36277,Entire home/apt,140,2,7,2020-01-01,0.09,20,167,0,
6425129,4 Bedroom Home in Lovely Fairfield (Cook Street),33525887,Drew And Kiku,Victoria,Fairfield,48.41269,-123.35356,Entire home/apt,414,2,103,2017-10-14,1.41,1,0,3,
6436140,The Marina House,21974361,Dauphin,Juan de Fuca,Juan de Fuca,48.33088,-123.63746,Entire home/apt,231,5,92,2021-09-07,1.47,1,317,10,
6439077,Sweet Studio,33619041,Robert,Esquimalt,Esquimalt,48.44021,-123.42031,Entire home/apt,86,2,209,2021-09-06,3.24,2,137,38,
6462183,Chic centre of town fab modern -Best location,9176808,Victoria Executive Rentals,Victoria,Downtown,48.42319,-123.3633,Entire home/apt,167,26,18,2017-08-29,0.25,18,362,0,
6479214,Garden room with Oceanview,33852955,Diane,Juan de Fuca,Juan de Fuca,48.37345,-123.83216,Private room,130,2,37,2019-07-07,0.51,4,342,6,
6674562,Deluxe oceanview with kitchenette,33852955,Diane,Juan de Fuca,Juan de Fuca,48.37231,-123.83421,Private room,140,2,20,2019-10-06,0.79,4,317,1,
6674721,Self-contained cabin on hobby farm,33852955,Diane,Juan de Fuca,Juan de Fuca,48.37194,-123.83421,Entire home/apt,160,2,57,2019-06-23,2.05,4,307,11,
6748747,Two Story House Close to Nature,21506686,Karen,Langford,Langford,48.46572,-123.48538,Entire home/apt,140,3,105,2020-07-31,2.60,1,0,17,
6761229,private seaside room on quiet horse and sheep farm,34368382,Moontide,Salt Spring Island,Salt Spring Island,48.86074,-123.53388,Private room,89,1,352,2021-09-12,4.68,1,157,29,
6795874,"SPECTACULAR Waterfront, Olympic Mountain Views",35572532,Anita,View Royal,View Royal,48.45182,-123.4435,Private room,159,2,50,2019-09-05,0.66,2,91,0,
6836711,Bright & Cheerful Shared House.  Extremely Clean!,30548828,Gary,Saanich,Saanich,48.48904,-123.32221,Private room,33,28,4,2020-08-02,0.06,1,241,0,
6868837,2bdmCondo Victoria WorldMark Resort,19139775,Lorie,Victoria,James Bay,48.42176,-123.3814,Entire home/apt,420,1,46,2018-09-03,0.88,8,365,6,
6956821,AZAMI,36470777,Paul,Southern Gulf Islands,Southern Gulf Islands,48.92619,-123.45588,Entire home/apt,125,2,188,2019-10-20,85.45,1,262,39,
6970250,Laughing Raven Lakeview Guesthouse,36547218,Morgan,Salt Spring Island,Salt Spring Island,48.78778,-123.42161,Private room,150,2,102,2019-08-25,2.06,1,333,7,
7012350,"Downtown, Best Location- Era Retreat",36763484,Rick,Victoria,Downtown,48.42563,-123.36247,Entire home/apt,87,30,38,2019-07-29,0.93,2,206,6,
7025594,Charming Studio suite in Oak Bay for 1-2 guests,34407330,Amy & Trent,Oak Bay,Oak Bay,48.42934,-123.31187,Entire home/apt,75,2,263,2021-07-29,5.06,4,292,55,
7027137,Charming Suite #2 in Fernwood,2733135,Leonard And Valerie,Victoria,Fernwood,48.4342,-123.33939,Entire home/apt,99,30,94,2021-08-31,1.45,3,185,5,
7054673,Trincomali Ocean View Studio,37001418,Debra,Salt Spring Island,Salt Spring Island,48.89047,-123.50709,Private room,105,2,155,2020-12-21,2.05,1,51,37,
7067703,Elegant and Bright Vacation Home,37057027,Rosanna,Saanich,Saanich,48.47092,-123.32211,Entire home/apt,230,2,0,,,1,359,0,
7206304,Classy Comfy Oak Bay Character Home,34407330,Amy & Trent,Oak Bay,Oak Bay,48.42993,-123.31415,Entire home/apt,237,7,40,2017-10-07,0.53,4,59,0,
7264677,The Imperial Topaz Suite - 1BD/1BA,19980320,Radie,Victoria,Downtown,48.42781,-123.36126,Entire home/apt,151,28,1,2017-08-27,0.02,20,197,0,
